SIDO	SGG	EMD_ETC	읍면동명	투표구명	선거인수	투표수	더불어민주당 이재명	국민의힘 윤석열	정의당 심상정	기본소득당 오준호	국가혁명당 허경영	노동당 이백윤	새누리당 옥은호	신자유민주연합 김경재	우리공화당 조원진	진보당 김재연	통일한국당 이경희	한류연합당 김민찬	유효투표수	무효투표수	기권수
서울특별시	중구	청구동	청구동	소계	10,615	8,150	3,605	4,209	202	7	34	2	2	0	6	1	1	3	8,072	78	2,465
서울특별시	중구	청구동		관내사전투표	2,784	2,784	1,486	1,199	70	1	5	1	0	0	1	0	0	1	2,764	20	0
서울특별시	중구	청구동		청구동제1투	1,025	623	300	290	17	0	7	0	0	0	2	0	0	0	616	7	402
서울특별시	중구	청구동		청구동제2투	1,413	752	305	407	28	0	1	0	0	0	2	0	0	0	743	9	661
서울특별시	중구	청구동		청구동제3투	1,835	1,421	470	899	28	2	5	0	1	0	0	1	1	1	1,408	13	414
서울특별시	중구	청구동		청구동제4투	1,431	1,023	429	540	30	2	8	1	0	0	0	0	0	0	1,010	13	408
서울특별시	중구	청구동		청구동제5투	2,127	1,547	615	874	29	2	8	0	1	0	1	0	0	1	1,531	16	580
서울특별시	중구	신당제5동	신당제5동	소계	8,626	6,268	3,043	2,946	173	0	34	1	1	0	6	8	2	1	6,215	53	2,358
서울특별시	중구	신당제5동		관내사전투표	3,162	3,162	1,718	1,335	74	0	10	1	0	0	3	5	0	0	3,146	16	0
서울특별시	중구	신당제5동		신당제5동제1투	1,634	864	376	434	28	0	7	0	0	0	2	1	0	1	849	15	770
서울특별시	중구	신당제5동		신당제5동제2투	2,367	1,340	573	705	31	0	14	0	0	0	1	2	0	0	1,326	14	1,027
서울특별시	중구	신당제5동		신당제5동제3투	1,463	902	376	472	40	0	3	0	1	0	0	0	2	0	894	8	561
서울특별시	중구	동화동	동화동	소계	8,177	6,359	2,818	3,280	179	4	23	0	0	0	4	0	1	4	6,313	46	1,818
서울특별시	중구	동화동		관내사전투표	3,068	3,063	1,563	1,408	77	0	3	0	0	0	0	0	0	1	3,052	11	5
서울특별시	중구	동화동		동화동제1투	898	530	202	303	14	1	3	0	0	0	0	0	1	1	525	5	368
서울특별시	중구	동화동		동화동제2투	1,388	967	351	555	37	1	6	0	0	0	1	0	0	0	951	16	421
서울특별시	중구	동화동		동화동제3투	1,577	1,054	377	631	31	2	5	0	0	0	1	0	0	0	1,047	7	523
서울특별시	중구	동화동		동화동제4투	1,246	745	325	383	20	0	6	0	0	0	2	0	0	2	738	7	501
서울특별시	중구	황학동	황학동	소계	10,175	7,288	3,380	3,581	194	2	41	1	3	5	5	4	0	0	7,216	72	2,887
서울특별시	중구	황학동		관내사전투표	2,795	2,795	1,484	1,206	71	0	13	0	1	1	1	2	0	0	2,779	16	0
서울특별시	중구	황학동		황학동제1투	2,908	1,612	679	851	49	1	9	1	0	0	3	1	0	0	1,594	18	1,296
서울특별시	중구	황학동		황학동제2투	1,834	1,042	464	513	36	1	7	0	1	2	0	1	0	0	1,025	17	792
서울특별시	중구	황학동		황학동제3투	2,638	1,839	753	1,011	38	0	12	0	1	2	1	0	0	0	1,818	21	799
서울특별시	중구	중림동	중림동	소계	8,899	6,768	2,957	3,523	191	2	32	1	1	0	5	4	1	0	6,717	51	2,131
서울특별시	중구	중림동		관내사전투표	2,680	2,680	1,375	1,209	70	0	8	0	0	0	1	1	0	0	2,664	16	0
서울특별시	중구	중림동		중림동제1투	2,013	1,332	488	792	31	0	3	0	0	0	1	2	1	0	1,318	14	681
서울특별시	중구	중림동		중림동제2투	2,075	1,213	496	663	36	1	7	0	0	0	1	1	0	0	1,205	8	862
서울특별시	중구	중림동		중림동제3투	2,131	1,543	598	859	54	1	14	1	1	0	2	0	0	0	1,530	13	588
서울특별시	중구	잘못 투입·구분된 투표지	잘못 투입·구분된 투표지		0	6	3	3	0	0	0	0	0	0	0	0	0	0	6	0	-6
서울특별시	용산구	합계	합계		199,077	152,068	60,063	85,047	4,374	67	755	37	24	56	86	100	27	46	150,682	1,386	47,009
서울특별시	용산구	거소·선상투표	거소·선상투표		273	257	83	129	9	1	2	0	0	1	0	1	1	0	227	30	16
서울특별시	용산구	관외사전투표	관외사전투표		20,976	20,972	9,076	10,983	588	9	112	5	2	4	6	22	3	11	20,821	151	4
서울특별시	용산구	재외투표	재외투표		2,982	2,082	857	978	62	1	7	0	3	2	1	0	0	0	1,911	171	900
서울특별시	용산구	후암동	후암동	소계	13,481	9,953	4,853	4,642	290	3	50	5	0	2	6	8	6	0	9,865	88	3,528
서울특별시	용산구	후암동		관내사전투표	4,762	4,762	2,613	1,995	125	2	6	1	0	0	0	2	2	0	4,746	16	0
서울특별시	용산구	후암동		후암동제1투	2,547	1,469	643	743	48	0	13	1	0	0	0	1	0	0	1,449	20	1,078
서울특별시	용산구	후암동		후암동제2투	1,970	1,140	513	540	49	0	8	1	0	0	2	3	1	0	1,117	23	830
서울특별시	용산구	후암동		후암동제3투	2,058	1,251	515	669	35	0	9	2	0	2	3	1	1	0	1,237	14	807
서울특별시	용산구	후암동		후암동제4투	2,144	1,331	569	695	33	1	14	0	0	0	1	1	2	0	1,316	15	813
서울특별시	용산구	용산2가동	용산2가동	소계	7,867	5,534	2,623	2,577	211	5	42	1	1	5	7	4	0	3	5,479	55	2,333
서울특별시	용산구	용산2가동		관내사전투표	2,594	2,594	1,405	1,059	93	3	12	1	0	1	0	2	0	1	2,577	17	0
서울특별시	용산구	용산2가동		용산2가동제1투	1,726	893	363	469	35	1	8	0	1	0	1	1	0	2	881	12	833
서울특별시	용산구	용산2가동		용산2가동제2투	1,264	744	285	409	35	0	5	0	0	0	3	0	0	0	737	7	520
서울특별시	용산구	용산2가동		용산2가동제3투	1,073	648	290	313	26	1	10	0	0	0	0	0	0	0	640	8	425
서울특별시	용산구	용산2가동		용산2가동제4투	1,210	655	280	327	22	0	7	0	0	4	3	1	0	0	644	11	555
서울특별시	용산구	남영동	남영동	소계	6,698	4,404	2,095	2,040	142	5	44	2	1	3	4	11	1	1	4,349	55	2,294
서울특별시	용산구	남영동		관내사전투표	2,034	2,034	1,075	850	68	1	18	2	0	1	0	5	0	0	2,020	14	0
서울특별시	용산구	남영동		남영동제1투	2,342	1,180	536	565	42	2	11	0	0	1	2	1	0	0	1,160	20	1,162
서울특별시	용산구	남영동		남영동제2투	2,322	1,190	484	625	32	2	15	0	1	1	2	5	1	1	1,169	21	1,132
서울특별시	용산구	청파동	청파동	소계	14,261	9,913	4,920	4,385	394	6	65	5	0	3	8	9	5	7	9,807	106	4,348
서울특별시	용산구	청파동		관내사전투표	3,688	3,688	2,098	1,388	155	3	17	3	0	1	2	2	0	3	3,672	16	0
서울특별시	용산구	청파동		청파동제1투	1,295	774	317	415	22	0	6	0	0	0	2	2	1	0	765	9	521
서울특별시	용산구	청파동		청파동제2투	1,603	964	490	422	23	0	9	0	0	0	1	0	1	1	947	17	639
서울특별시	용산구	청파동		청파동제3투	1,918	1,162	613	485	41	1	8	1	0	0	1	0	0	2	1,152	10	756
서울특별시	용산구	청파동		청파동제4투	2,218	1,342	554	695	64	0	9	1	0	0	0	2	0	0	1,325	17	876
서울특별시	용산구	청파동		청파동제5투	1,799	1,075	457	537	51	1	6	0	0	0	0	2	3	0	1,057	18	724
서울특별시	용산구	청파동		청파동제6투	1,740	908	391	443	38	1	10	0	0	2	2	1	0	1	889	19	832
서울특별시	용산구	원효로제1동	원효로제1동	소계	12,787	10,037	4,104	5,443	348	4	33	3	0	3	6	5	1	4	9,954	83	2,750
서울특별시	용산구	원효로제1동		관내사전투표	4,737	4,737	2,261	2,291	157	2	5	1	0	0	1	3	0	1	4,722	15	0
서울특별시	용산구	원효로제1동		원효로제1동제1투	2,339	1,527	658	758	72	1	12	1	0	1	1	2	1	0	1,507	20	812
서울특별시	용산구	원효로제1동		원효로제1동제2투	2,049	1,346	462	809	49	1	8	0	0	1	0	0	0	2	1,332	14	703
서울특별시	용산구	원효로제1동		원효로제1동제3투	2,019	1,293	361	863	40	0	3	1	0	0	4	0	0	1	1,273	20	726
서울특별시	용산구	원효로제1동		원효로제1동제4투	1,643	1,134	362	722	30	0	5	0	0	1	0	0	0	0	1,120	14	509
서울특별시	용산구	원효로제2동	원효로제2동	소계	10,135	7,789	3,334	4,108	230	3	40	1	4	3	2	3	1	2	7,731	58	2,346
서울특별시	용산구	원효로제2동		관내사전투표	3,275	3,275	1,665	1,499	84	2	10	0	0	1	0	0	1	1	3,263	12	0
서울특별시	용산구	원효로제2동		원효로제2동제1투	2,804	1,899	637	1,170	58	1	13	0	1	1	0	1	0	0	1,882	17	905
서울특별시	용산구	원효로제2동		원효로제2동제2투	1,979	1,282	462	753	45	0	8	0	1	0	1	0	0	0	1,270	12	697
서울특별시	용산구	원효로제2동		원효로제2동제3투	2,077	1,333	570	686	43	0	9	1	2	1	1	2	0	1	1,316	17	744
서울특별시	용산구	효창동	효창동	소계	8,076	6,423	2,856	3,276	193	1	28	1	0	1	2	4	0	1	6,363	60	1,653
서울특별시	용산구	효창동		관내사전투표	3,303	3,303	1,700	1,464	100	1	9	1	0	1	0	1	0	0	3,277	26	0
서울특별시	용산구	효창동		효창동제1투	2,248	1,475	578	826	44	0	7	0	0	0	1	3	0	1	1,460	15	773
서울특별시	용산구	효창동		효창동제2투	1,570	1,044	344	644	35	0	7	0	0	0	0	0	0	0	1,030	14	526
서울특별시	용산구	효창동		효창동제3투	955	601	234	342	14	0	5	0	0	0	1	0	0	0	596	5	354
서울특별시	용산구	용문동	용문동	소계	9,790	7,570	3,464	3,723	255	5	42	0	1	2	7	10	1	2	7,512	58	2,220
서울특별시	용산구	용문동		관내사전투표	3,808	3,808	2,011	1,642	108	4	20	0	0	0	0	3	1	0	3,789	19	0
서울특별시	용산구	용문동		용문동제1투	2,232	1,249	587	582	56	0	4	0	0	0	4	3	0	1	1,237	12	983
서울특별시	용산구	용문동		용문동제2투	1,780	1,091	408	616	42	0	10	0	0	1	2	1	0	0	1,080	11	689
서울특별시	용산구	용문동		용문동제3투	1,970	1,422	458	883	49	1	8	0	1	1	1	3	0	1	1,406	16	548
서울특별시	용산구	한강로동	한강로동	소계	16,116	12,170	3,795	7,863	355	2	39	1	1	4	4	3	2	0	12,069	101	3,946
서울특별시	용산구	한강로동		관내사전투표	3,804	3,804	1,556	2,121	92	0	8	1	1	1	0	2	1	0	3,783	21	0
서울특별시	용산구	한강로동		한강로동제1투	2,152	1,559	457	1,021	56	2	5	0	0	1	1	0	1	0	1,544	15	593
서울특별시	용산구	한강로동		한강로동제2투	2,976	1,818	352	1,386	59	0	5	0	0	1	0	0	0	0	1,803	15	1,158
서울특별시	용산구	한강로동		한강로동제3투	2,402	1,747	663	966	87	0	7	0	0	1	0	0	0	0	1,724	23	655
서울특별시	용산구	한강로동		한강로동제4투	2,635	1,874	350	1,474	28	0	5	0	0	0	0	1	0	0	1,858	16	761
서울특별시	용산구	한강로동		한강로동제5투	2,147	1,368	417	895	33	0	9	0	0	0	3	0	0	0	1,357	11	779
서울특별시	용산구	이촌제1동	이촌제1동	소계	19,821	15,471	3,666	11,389	299	3	29	2	5	6	5	4	2	1	15,411	60	4,350
서울특별시	용산구	이촌제1동		관내사전투표	6,824	6,824	1,990	4,700	102	1	7	2	0	0	1	2	1	0	6,806	18	0
서울특별시	용산구	이촌제1동		이촌제1동제1투	2,915	1,960	295	1,607	41	0	5	0	1	0	3	0	0	0	1,952	8	955
서울특별시	용산구	이촌제1동		이촌제1동제2투	3,788	2,256	512	1,663	60	0	9	0	0	2	0	0	0	1	2,247	9	1,532
서울특별시	용산구	이촌제1동		이촌제1동제3투	2,440	1,746	323	1,376	30	2	4	0	3	0	0	0	0	0	1,738	8	694
서울특별시	용산구	이촌제1동		이촌제1동제4투	2,786	1,973	477	1,412	58	0	3	0	1	4	0	2	1	0	1,958	15	813
서울특별시	용산구	이촌제1동		이촌제1동제5투	1,068	712	69	631	8	0	1	0	0	0	1	0	0	0	710	2	356
서울특별시	용산구	이촌제2동	이촌제2동	소계	6,556	5,164	1,955	3,024	110	2	23	0	5	1	6	4	0	1	5,131	33	1,392
서울특별시	용산구	이촌제2동		관내사전투표	2,067	2,065	943	1,063	40	0	9	0	0	0	3	2	0	1	2,061	4	2
서울특별시	용산구	이촌제2동		이촌제2동제1투	1,366	834	261	531	25	0	8	0	0	1	1	1	0	0	828	6	532
서울특별시	용산구	이촌제2동		이촌제2동제2투	1,264	845	239	574	13	0	2	0	4	0	2	0	0	0	834	11	419
서울특별시	용산구	이촌제2동		이촌제2동제3투	1,859	1,420	512	856	32	2	4	0	1	0	0	1	0	0	1,408	12	439
서울특별시	용산구	이태원제1동	이태원제1동	소계	5,787	4,139	1,517	2,441	120	3	25	2	0	1	0	2	0	0	4,111	28	1,648
서울특별시	용산구	이태원제1동		관내사전투표	1,822	1,822	810	936	57	1	8	1	0	0	0	0	0	0	1,813	9	0
서울특별시	용산구	이태원제1동		이태원제1동제1투	2,434	1,439	419	963	33	0	10	0	0	1	0	1	0	0	1,427	12	995
서울특별시	용산구	이태원제1동		이태원제1동제2투	1,531	878	288	542	30	2	7	1	0	0	0	1	0	0	871	7	653
서울특별시	용산구	이태원제2동	이태원제2동	소계	7,333	5,048	1,984	2,790	154	5	30	2	1	2	8	3	3	2	4,984	64	2,285
서울특별시	용산구	이태원제2동		관내사전투표	2,133	2,133	972	1,076	51	2	8	1	0	1	0	0	0	0	2,111	22	0
서울특별시	용산구	이태원제2동		이태원제2동제1투	2,063	1,071	360	641	36	2	8	0	1	1	7	1	1	0	1,058	13	992
서울특별시	용산구	이태원제2동		이태원제2동제2투	1,748	1,021	379	572	37	0	9	0	0	0	1	2	1	2	1,003	18	727
서울특별시	용산구	이태원제2동		이태원제2동제3투	1,389	823	273	501	30	1	5	1	0	0	0	0	1	0	812	11	566
서울특별시	용산구	한남동	한남동	소계	15,402	10,290	3,403	6,486	252	4	44	1	0	6	6	4	0	3	10,209	81	5,112
서울특별시	용산구	한남동		관내사전투표	3,756	3,755	1,588	2,046	88	4	4	0	0	2	2	1	0	1	3,736	19	1
서울특별시	용산구	한남동		한남동제1투	2,215	1,443	434	946	36	0	12	0	0	0	0	0	0	0	1,428	15	772
서울특별시	용산구	한남동		한남동제2투	1,704	897	359	482	32	0	6	1	0	0	0	2	0	1	883	14	807
서울특별시	용산구	한남동		한남동제3투	3,067	1,832	325	1,462	25	0	5	0	0	2	1	0	0	0	1,820	12	1,235
서울특별시	용산구	한남동		한남동제4투	2,225	1,407	363	993	34	0	5	0	0	1	1	0	0	1	1,398	9	818
서울특별시	용산구	한남동		한남동제5투	2,435	956	334	557	37	0	12	0	0	1	2	1	0	0	944	12	1,479
서울특별시	용산구	서빙고동	서빙고동	소계	9,048	6,715	1,922	4,562	131	2	41	2	0	5	2	0	0	3	6,670	45	2,333
서울특별시	용산구	서빙고동		관내사전투표	2,169	2,169	889	1,217	42	0	9	1	0	0	0	0	0	0	2,158	11	0
서울특별시	용산구	서빙고동		서빙고동제1투	1,968	1,362	383	902	41	0	15	1	0	0	1	0	0	1	1,344	18	606
서울특별시	용산구	서빙고동		서빙고동제2투	1,382	802	278	481	23	1	10	0	0	0	1	0	0	1	795	7	580
서울특별시	용산구	서빙고동		서빙고동제3투	2,382	1,739	186	1,520	17	1	5	0	0	4	0	0	0	1	1,734	5	643
서울특별시	용산구	서빙고동		서빙고동제4투	1,147	643	186	442	8	0	2	0	0	1	0	0	0	0	639	4	504
서울특별시	용산구	보광동	보광동	소계	11,688	8,133	3,554	4,206	231	3	59	4	0	2	6	3	1	5	8,074	59	3,555
서울특별시	용산구	보광동		관내사전투표	3,891	3,891	1,827	1,931	91	1	19	1	0	0	1	2	0	3	3,876	15	0
서울특별시	용산구	보광동		보광동제1투	2,140	1,061	426	577	33	0	10	0	0	2	0	0	0	1	1,049	12	1,079
서울특별시	용산구	보광동		보광동제2투	1,804	993	438	496	42	1	8	2	0	0	0	0	0	0	987	6	811
서울특별시	용산구	보광동		보광동제3투	2,160	1,222	480	663	42	1	15	1	0	0	1	0	1	1	1,205	17	938
서울특별시	용산구	보광동		보광동제4투	1,693	966	383	539	23	0	7	0	0	0	4	1	0	0	957	9	727
서울특별시	용산구	잘못 투입·구분된 투표지	잘못 투입·구분된 투표지		0	4	2	2	0	0	0	0	0	0	0	0	0	0	4	0	-4
서울특별시	성동구	합계	합계		252,087	197,240	84,411	103,880	5,365	123	969	50	20	47	122	152	34	65	195,238	2,002	54,847
서울특별시	성동구	거소·선상투표	거소·선상투표		339	301	106	151	2	0	9	0	0	0	1	0	1	0	270	31	38
서울특별시	성동구	관외사전투표	관외사전투표		24,803	24,797	11,151	12,473	705	22	151	7	2	5	8	37	2	10	24,573	224	6
서울특별시	성동구	재외투표	재외투표		2,410	1,783	858	714	49	0	4	1	0	0	0	0	1	0	1,627	156	627
서울특별시	성동구	금호1가동	금호1가동	소계	11,395	8,615	3,669	4,609	202	3	36	2	0	1	8	4	3	1	8,538	77	2,780
서울특별시	성동구	금호1가동		관내사전투표	3,173	3,173	1,614	1,464	60	0	10	0	0	0	3	3	0	0	3,154	19	0
서울특별시	성동구	금호1가동		금호1가동제1투	1,504	861	358	461	24	0	6	0	0	0	1	0	1	0	851	10	643
서울특별시	성동구	금호1가동		금호1가동제2투	2,482	1,643	696	871	38	1	11	2	0	0	2	0	1	1	1,623	20	839
서울특별시	성동구	금호1가동		금호1가동제3투	2,590	1,839	657	1,101	50	2	7	0	0	1	2	1	0	0	1,821	18	751
서울특별시	성동구	금호1가동		금호1가동제4투	1,646	1,099	344	712	30	0	2	0	0	0	0	0	1	0	1,089	10	547
서울특별시	성동구	금호2·3가동	금호2·3가동	소계	17,159	12,722	5,545	6,659	320	9	54	3	2	0	9	8	3	6	12,618	104	4,437
서울특별시	성동구	금호2·3가동		관내사전투표	4,693	4,693	2,444	2,108	96	6	11	1	1	0	0	1	0	3	4,671	22	0
서울특별시	성동구	금호2·3가동		금호2·3가동제1투	2,862	1,816	702	1,024	53	0	9	0	1	0	4	5	1	1	1,800	16	1,046
서울특별시	성동구	금호2·3가동		금호2·3가동제2투	2,633	1,599	696	827	44	0	9	2	0	0	1	1	0	0	1,580	19	1,034
서울특별시	성동구	금호2·3가동		금호2·3가동제3투	2,649	1,621	680	855	51	2	12	0	0	0	2	0	2	2	1,606	15	1,028
서울특별시	성동구	금호2·3가동		금호2·3가동제4투	2,046	1,541	523	952	41	1	4	0	0	0	0	1	0	0	1,522	19	505
서울특별시	성동구	금호2·3가동		금호2·3가동제5투	2,276	1,452	500	893	35	0	9	0	0	0	2	0	0	0	1,439	13	824
서울특별시	성동구	금호4가동	금호4가동	소계	11,719	9,107	3,727	5,049	193	4	50	2	1	5	3	8	1	5	9,048	59	2,612
서울특별시	성동구	금호4가동		관내사전투표	4,179	4,179	2,093	1,962	87	0	16	1	0	0	0	4	0	3	4,166	13	0
서울특별시	성동구	금호4가동		금호4가동제1투	1,434	809	259	510	19	1	9	0	0	0	0	1	0	0	799	10	625
서울특별시	성동구	금호4가동		금호4가동제2투	2,098	1,460	474	919	39	2	7	1	0	0	1	1	0	0	1,444	16	638
서울특별시	성동구	금호4가동		금호4가동제3투	1,985	1,193	462	678	26	1	10	0	0	2	1	1	1	2	1,184	9	792
서울특별시	성동구	금호4가동		금호4가동제4투	2,023	1,466	439	980	22	0	8	0	1	3	1	1	0	0	1,455	11	557
서울특별시	성동구	옥수동	옥수동	소계	19,705	15,269	5,114	9,615	354	11	49	3	4	3	13	6	3	3	15,178	91	4,436
서울특별시	성동구	옥수동		관내사전투표	5,188	5,188	2,060	2,982	114	3	4	3	0	1	0	2	0	0	5,169	19	0
서울특별시	성동구	옥수동		옥수동제1투	2,502	1,859	575	1,219	40	2	7	0	0	0	0	0	0	0	1,843	16	643
서울특별시	성동구	옥수동		옥수동제2투	2,069	1,365	384	914	42	2	6	0	0	0	4	0	1	0	1,353	12	704
서울특별시	성동구	옥수동		옥수동제3투	2,482	1,712	568	1,080	45	0	6	0	0	0	6	2	0	0	1,707	5	770
서울특별시	성동구	옥수동		옥수동제4투	2,609	1,537	401	1,083	28	1	8	0	2	0	1	1	0	0	1,525	12	1,072
서울특별시	성동구	옥수동		옥수동제5투	2,002	1,477	470	938	40	1	9	0	2	1	1	0	2	2	1,466	11	525
서울특별시	성동구	옥수동		옥수동제6투	2,853	2,131	656	1,399	45	2	9	0	0	1	1	1	0	1	2,115	16	722
서울특별시	성동구	응봉동	응봉동	소계	12,309	9,673	4,203	5,082	250	5	39	0	0	4	6	3	3	1	9,596	77	2,636
서울특별시	성동구	응봉동		관내사전투표	4,701	4,701	2,363	2,210	90	2	15	0	0	0	2	3	0	0	4,685	16	0
서울특별시	성동구	응봉동		응봉동제1투	2,440	1,413	597	728	51	2	10	0	0	1	2	0	1	0	1,392	21	1,027
서울특별시	성동구	응봉동		응봉동제2투	2,731	1,801	627	1,077	60	1	3	0	0	2	1	0	2	1	1,774	27	930
서울특별시	성동구	응봉동		응봉동제3투	2,437	1,758	616	1,067	49	0	11	0	0	1	1	0	0	0	1,745	13	679
서울특별시	성동구	성수1가제1동	성수1가제1동	소계	12,061	8,894	3,419	5,080	253	4	42	0	2	3	4	5	1	1	8,814	80	3,167
서울특별시	성동구	성수1가제1동		관내사전투표	3,209	3,209	1,494	1,607	77	1	13	0	0	1	0	3	0	0	3,196	13	0
서울특별시	성동구	성수1가제1동		성수1가제1동제1투	2,031	1,128	474	579	42	0	12	0	1	0	3	1	0	1	1,113	15	903
서울특별시	성동구	성수1가제1동		성수1가제1동제2투	3,088	2,134	661	1,394	45	1	8	0	0	2	0	0	0	0	2,111	23	954
서울특별시	성동구	성수1가제1동		성수1가제1동제3투	2,168	1,481	432	973	44	1	5	0	1	0	0	1	1	0	1,458	23	687
서울특별시	성동구	성수1가제1동		성수1가제1동제4투	1,565	942	358	527	45	1	4	0	0	0	1	0	0	0	936	6	623
서울특별시	성동구	성수1가제2동	성수1가제2동	소계	11,161	8,997	3,735	4,811	302	4	38	4	0	2	2	9	2	3	8,912	85	2,164
서울특별시	성동구	성수1가제2동		관내사전투표	4,208	4,208	1,895	2,133	131	2	14	3	0	0	0	4	1	1	4,184	24	0
서울특별시	성동구	성수1가제2동		성수1가제2동제1투	1,193	703	249	410	30	0	2	0	0	0	0	2	0	0	693	10	490
서울특별시	성동구	성수1가제2동		성수1가제2동제2투	732	512	189	289	18	1	3	0	0	0	1	1	0	0	502	10	220
서울특별시	성동구	성수1가제2동		성수1가제2동제3투	2,467	1,680	689	897	57	0	12	0	0	0	0	1	0	1	1,657	23	787
서울특별시	성동구	성수1가제2동		성수1가제2동제4투	2,561	1,894	713	1,082	66	1	7	1	0	2	1	1	1	1	1,876	18	667
서울특별시	성동구	성수2가제1동	성수2가제1동	소계	13,255	9,814	4,280	5,106	254	6	52	3	2	4	7	9	1	4	9,728	86	3,441
서울특별시	성동구	성수2가제1동		관내사전투표	4,668	4,668	2,352	2,145	114	2	17	0	0	2	0	8	0	1	4,641	27	0
서울특별시	성동구	성수2가제1동		성수2가제1동제1투	1,938	1,171	437	678	34	1	7	1	1	0	3	0	0	1	1,163	8	767
서울특별시	성동구	성수2가제1동		성수2가제1동제2투	2,403	1,569	593	906	35	0	12	1	1	1	2	1	1	2	1,555	14	834
서울특별시	성동구	성수2가제1동		성수2가제1동제3투	2,157	1,134	399	668	32	2	11	0	0	1	1	0	0	0	1,114	20	1,023
서울특별시	성동구	성수2가제1동		성수2가제1동제4투	2,089	1,272	499	709	39	1	5	1	0	0	1	0	0	0	1,255	17	817
서울특별시	성동구	성수2가제3동	성수2가제3동	소계	8,984	6,829	2,790	3,742	174	5	43	1	1	1	2	5	0	3	6,767	62	2,155
서울특별시	성동구	성수2가제3동		관내사전투표	3,058	3,058	1,460	1,487	76	1	12	1	1	0	0	3	0	2	3,043	15	0
서울특별시	성동구	성수2가제3동		성수2가제3동제1투	2,303	1,319	530	704	46	1	11	0	0	1	1	1	0	1	1,296	23	984
서울특별시	성동구	성수2가제3동		성수2가제3동제2투	2,414	1,720	513	1,142	33	1	10	0	0	0	1	0	0	0	1,700	20	694
서울특별시	성동구	성수2가제3동		성수2가제3동제3투	1,209	732	287	409	19	2	10	0	0	0	0	1	0	0	728	4	477
서울특별시	성동구	왕십리도선동	왕십리도선동	소계	20,176	15,381	6,374	8,326	436	4	66	5	2	0	7	9	3	4	15,236	145	4,795
서울특별시	성동구	왕십리도선동		관내사전투표	5,799	5,799	2,763	2,828	150	1	9	3	1	0	2	1	1	0	5,759	40	0
서울특별시	성동구	왕십리도선동		왕십리도선동제1투	2,333	1,499	660	751	50	0	13	0	0	0	0	2	0	2	1,478	21	834
서울특별시	성동구	왕십리도선동		왕십리도선동제2투	2,577	1,609	726	801	45	1	12	0	0	0	1	2	0	0	1,588	21	968
서울특별시	성동구	왕십리도선동		왕십리도선동제3투	2,069	1,522	544	890	48	0	10	0	0	0	2	2	1	2	1,499	23	547
서울특별시	성동구	왕십리도선동		왕십리도선동제4투	2,876	1,849	625	1,152	47	1	6	1	1	0	0	1	0	0	1,834	15	1,027
서울특별시	성동구	왕십리도선동		왕십리도선동제5투	2,415	1,656	559	1,025	48	1	9	1	0	0	0	0	1	0	1,644	12	759
서울특별시	성동구	왕십리도선동		왕십리도선동제6투	2,107	1,447	497	879	48	0	7	0	0	0	2	1	0	0	1,434	13	660
서울특별시	성동구	왕십리제2동	왕십리제2동	소계	13,477	10,436	4,998	4,916	337	10	46	4	1	3	8	11	3	2	10,339	97	3,041
서울특별시	성동구	왕십리제2동		관내사전투표	4,453	4,453	2,432	1,824	136	4	21	2	0	1	2	4	0	1	4,427	26	0
서울특별시	성동구	왕십리제2동		왕십리제2동제1투	2,468	1,426	637	701	57	3	7	0	0	0	1	2	0	1	1,409	17	1,042
서울특별시	성동구	왕십리제2동		왕십리제2동제2투	2,195	1,379	613	691	44	1	8	0	0	1	2	2	1	0	1,363	16	816
서울특별시	성동구	왕십리제2동		왕십리제2동제3투	2,071	1,481	617	793	45	2	4	1	1	0	0	2	1	0	1,466	15	590
서울특별시	성동구	왕십리제2동		왕십리제2동제4투	2,290	1,697	699	907	55	0	6	1	0	1	3	1	1	0	1,674	23	593
서울특별시	성동구	행당제1동	행당제1동	소계	11,647	9,172	3,732	5,021	264	2	36	2	1	2	7	5	1	4	9,077	95	2,475
서울특별시	성동구	행당제1동		관내사전투표	4,263	4,263	1,958	2,139	120	1	12	0	0	1	2	4	0	1	4,238	25	0
서울특별시	성동구	행당제1동		행당제1동제1투	1,932	1,169	418	701	30	0	3	0	0	0	1	0	0	1	1,154	15	763
서울특별시	성동구	행당제1동		행당제1동제2투	2,284	1,573	539	946	53	0	9	2	1	1	1	1	0	0	1,553	20	711
서울특별시	성동구	행당제1동		행당제1동제3투	1,586	966	405	495	29	0	7	0	0	0	1	0	1	2	940	26	620
서울특별시	성동구	행당제1동		행당제1동제4투	1,582	1,201	412	740	32	1	5	0	0	0	2	0	0	0	1,192	9	381
서울특별시	성동구	행당제2동	행당제2동	소계	17,334	13,587	5,828	7,167	375	8	63	3	1	5	10	10	1	7	13,478	109	3,747
서울특별시	성동구	행당제2동		관내사전투표	5,202	5,202	2,618	2,437	99	0	21	0	1	1	0	4	0	4	5,185	17	0
서울특별시	성동구	행당제2동		행당제2동제1투	2,617	1,782	611	1,068	67	2	7	1	0	1	1	0	0	1	1,759	23	835
서울특별시	성동구	행당제2동		행당제2동제2투	2,269	1,435	582	765	49	2	9	0	0	1	0	3	0	0	1,411	24	834
서울특별시	성동구	행당제2동		행당제2동제3투	2,532	1,717	740	887	56	4	10	0	0	1	0	2	0	0	1,700	17	815
