SIDO	SGG	EMD_ETC	읍면동명	투표구명	선거인수	투표수	더불어민주당 이재명	국민의힘 윤석열	정의당 심상정	기본소득당 오준호	국가혁명당 허경영	노동당 이백윤	새누리당 옥은호	신자유민주연합 김경재	우리공화당 조원진	진보당 김재연	통일한국당 이경희	한류연합당 김민찬	유효투표수	무효투표수	기권수
인천광역시	계양구	효성2동		효성2동제6투	3,249	2,225	1,099	994	81	1	14	1	2	0	2	2	1	1	2,198	27	1,024
인천광역시	계양구	계산1동	계산1동	소계	15,169	9,974	4,934	4,506	289	11	104	5	1	4	8	13	6	5	9,886	88	5,195
인천광역시	계양구	계산1동		관내사전투표	3,547	3,547	1,926	1,481	83	4	26	2	0	0	0	6	4	0	3,532	15	0
인천광역시	계양구	계산1동		계산1동제1투	2,496	1,321	578	652	49	2	18	0	0	2	0	2	1	2	1,306	15	1,175
인천광역시	계양구	계산1동		계산1동제2투	2,796	1,578	772	726	49	1	11	0	1	0	3	1	0	0	1,564	14	1,218
인천광역시	계양구	계산1동		계산1동제3투	1,985	1,044	471	515	26	2	17	2	0	0	1	1	0	0	1,035	9	941
인천광역시	계양구	계산1동		계산1동제4투	2,589	1,512	756	666	43	1	12	1	0	1	1	3	1	2	1,487	25	1,077
인천광역시	계양구	계산1동		계산1동제5투	1,756	972	431	466	39	1	20	0	0	1	3	0	0	1	962	10	784
인천광역시	계양구	계산2동	계산2동	소계	15,301	11,386	5,898	4,917	316	9	109	6	0	3	7	13	6	9	11,293	93	3,915
인천광역시	계양구	계산2동		관내사전투표	5,860	5,858	3,330	2,275	158	4	37	5	0	1	2	8	4	3	5,827	31	2
인천광역시	계양구	계산2동		계산2동제1투	2,233	1,201	551	576	33	0	18	0	0	0	3	2	0	2	1,185	16	1,032
인천광역시	계양구	계산2동		계산2동제2투	2,313	1,275	585	625	28	1	20	0	0	0	0	1	0	0	1,260	15	1,038
인천광역시	계양구	계산2동		계산2동제3투	2,649	1,818	863	855	58	2	16	1	0	1	1	1	1	3	1,802	16	831
인천광역시	계양구	계산2동		계산2동제4투	2,246	1,234	569	586	39	2	18	0	0	1	1	1	1	1	1,219	15	1,012
인천광역시	계양구	계산3동	계산3동	소계	16,894	12,815	6,642	5,527	367	15	91	5	1	10	8	26	1	3	12,696	119	4,079
인천광역시	계양구	계산3동		관내사전투표	5,875	5,873	3,264	2,394	135	4	28	1	0	3	1	11	1	1	5,843	30	2
인천광역시	계양구	계산3동		계산3동제1투	2,573	1,649	800	765	48	1	8	2	0	2	1	3	0	0	1,630	19	924
인천광역시	계양구	계산3동		계산3동제2투	2,159	1,390	688	622	49	2	11	0	0	0	2	2	0	0	1,376	14	769
인천광역시	계양구	계산3동		계산3동제3투	1,945	1,201	586	552	40	2	6	2	0	4	0	3	0	0	1,195	6	744
인천광역시	계양구	계산3동		계산3동제4투	2,202	1,427	678	657	50	1	17	0	0	1	2	0	0	0	1,406	21	775
인천광역시	계양구	계산3동		계산3동제5투	2,140	1,275	626	537	45	5	21	0	1	0	2	7	0	2	1,246	29	865
인천광역시	계양구	계산4동	계산4동	소계	19,970	15,680	8,125	6,895	452	6	84	5	1	3	5	7	3	2	15,588	92	4,290
인천광역시	계양구	계산4동		관내사전투표	6,899	6,899	3,915	2,763	158	1	25	2	1	1	0	2	3	1	6,872	27	0
인천광역시	계양구	계산4동		계산4동제1투	2,939	1,607	786	738	46	1	14	1	0	0	2	1	0	0	1,589	18	1,332
인천광역시	계양구	계산4동		계산4동제2투	1,936	1,329	640	599	63	1	12	1	0	2	0	1	0	0	1,319	10	607
인천광역시	계양구	계산4동		계산4동제3투	3,304	2,215	958	1,164	65	0	12	0	0	0	1	1	0	0	2,201	14	1,089
인천광역시	계양구	계산4동		계산4동제4투	2,870	2,005	1,012	894	71	0	9	1	0	0	2	2	0	1	1,992	13	865
인천광역시	계양구	계산4동		계산4동제5투	2,022	1,625	814	737	49	3	12	0	0	0	0	0	0	0	1,615	10	397
인천광역시	계양구	작전1동	작전1동	소계	21,378	15,667	8,114	6,745	481	12	129	7	0	5	8	12	4	7	15,524	143	5,711
인천광역시	계양구	작전1동		관내사전투표	5,625	5,625	3,258	2,164	141	5	18	1	0	0	0	5	1	1	5,594	31	0
인천광역시	계양구	작전1동		작전1동제1투	3,165	2,004	940	917	80	1	29	4	0	0	1	2	0	0	1,974	30	1,161
인천광역시	계양구	작전1동		작전1동제2투	2,777	1,687	874	724	48	0	12	1	0	3	2	2	0	4	1,670	17	1,090
인천광역시	계양구	작전1동		작전1동제3투	2,752	1,862	850	909	54	2	21	1	0	1	1	0	1	0	1,840	22	890
인천광역시	계양구	작전1동		작전1동제4투	1,739	983	445	479	34	0	15	0	0	0	0	0	0	0	973	10	756
인천광역시	계양구	작전1동		작전1동제5투	2,895	1,871	919	837	70	3	21	0	0	0	2	0	2	0	1,854	17	1,024
인천광역시	계양구	작전1동		작전1동제6투	2,425	1,635	828	715	54	1	13	0	0	1	2	3	0	2	1,619	16	790
인천광역시	계양구	작전2동	작전2동	소계	16,678	11,962	6,202	5,186	326	7	119	2	3	4	12	11	4	2	11,878	84	4,716
인천광역시	계양구	작전2동		관내사전투표	5,367	5,369	3,009	2,164	120	1	36	1	1	1	1	5	0	1	5,340	29	-2
인천광역시	계양구	작전2동		작전2동제1투	2,165	1,143	556	531	26	1	14	0	0	1	2	1	1	0	1,133	10	1,022
인천광역시	계양구	작전2동		작전2동제2투	2,267	1,420	704	637	42	1	16	0	0	0	1	2	3	0	1,406	14	847
인천광역시	계양구	작전2동		작전2동제3투	1,929	1,079	520	489	35	3	16	0	1	1	3	0	0	1	1,069	10	850
인천광역시	계양구	작전2동		작전2동제4투	3,036	1,905	928	882	61	0	21	0	1	1	2	1	0	0	1,897	8	1,131
인천광역시	계양구	작전2동		작전2동제5투	1,914	1,046	485	483	42	1	16	1	0	0	3	2	0	0	1,033	13	868
인천광역시	계양구	작전서운동	작전서운동	소계	25,365	18,535	9,701	7,990	505	5	131	9	2	8	6	17	4	8	18,386	149	6,830
인천광역시	계양구	작전서운동		관내사전투표	5,364	5,364	3,011	2,174	116	3	23	3	0	2	0	3	1	1	5,337	27	0
인천광역시	계양구	작전서운동		작전서운동제1투	2,434	1,221	622	512	33	0	25	1	0	1	0	6	0	1	1,201	20	1,213
인천광역시	계양구	작전서운동		작전서운동제2투	2,845	2,023	1,073	877	45	1	10	1	0	1	2	3	0	0	2,013	10	822
인천광역시	계양구	작전서운동		작전서운동제3투	2,207	1,484	668	737	49	0	11	2	0	0	0	0	0	0	1,467	17	723
인천광역시	계양구	작전서운동		작전서운동제4투	3,240	2,355	1,134	1,087	75	0	14	1	2	1	2	3	0	4	2,323	32	885
인천광역시	계양구	작전서운동		작전서운동제5투	2,756	1,909	1,012	804	59	1	16	0	0	0	0	1	1	0	1,894	15	847
인천광역시	계양구	작전서운동		작전서운동제6투	2,590	1,737	903	747	56	0	13	0	0	1	1	1	1	2	1,725	12	853
인천광역시	계양구	작전서운동		작전서운동제7투	2,631	1,562	798	687	47	0	15	1	0	2	0	0	1	0	1,551	11	1,069
인천광역시	계양구	작전서운동		작전서운동제8투	1,298	880	480	365	25	0	4	0	0	0	1	0	0	0	875	5	418
인천광역시	계양구	계양1동	계양1동	소계	14,566	10,436	5,096	4,791	312	4	90	5	2	3	9	18	1	7	10,338	98	4,130
인천광역시	계양구	계양1동		관내사전투표	3,202	3,202	1,707	1,351	85	0	16	1	1	1	1	5	1	3	3,172	30	0
인천광역시	계양구	계양1동		계양1동제1투	2,784	1,611	656	861	44	1	25	1	0	0	2	4	0	0	1,594	17	1,173
인천광역시	계양구	계양1동		계양1동제2투	3,500	2,088	1,046	925	63	1	19	0	1	1	4	8	0	1	2,069	19	1,412
인천광역시	계양구	계양1동		계양1동제3투	2,972	2,088	1,011	965	74	1	15	1	0	0	1	1	0	2	2,071	17	884
인천광역시	계양구	계양1동		계양1동제4투	2,108	1,447	676	689	46	1	15	2	0	1	1	0	0	1	1,432	15	661
인천광역시	계양구	계양2동	계양2동	소계	27,801	19,522	10,039	8,453	559	17	190	6	3	7	18	28	7	8	19,335	187	8,279
인천광역시	계양구	계양2동		관내사전투표	7,174	7,174	3,936	2,986	156	6	38	1	0	1	1	11	1	1	7,138	36	0
인천광역시	계양구	계양2동		계양2동제1투	3,231	1,776	886	787	55	0	24	2	0	0	2	2	0	1	1,759	17	1,455
인천광역시	계양구	계양2동		계양2동제2투	2,502	1,479	704	696	35	2	23	0	0	0	2	3	1	1	1,467	12	1,023
인천광역시	계양구	계양2동		계양2동제3투	1,889	1,185	568	537	44	2	13	0	1	0	1	1	3	1	1,171	14	704
인천광역시	계양구	계양2동		계양2동제4투	1,868	1,058	479	508	25	1	13	0	2	1	4	2	0	1	1,036	22	810
인천광역시	계양구	계양2동		계양2동제5투	2,114	1,216	540	592	46	3	17	0	0	3	1	0	0	0	1,202	14	898
인천광역시	계양구	계양2동		계양2동제6투	3,054	1,641	826	683	59	2	31	2	0	0	5	0	1	2	1,611	30	1,413
인천광역시	계양구	계양2동		계양2동제7투	3,206	2,198	1,201	861	83	0	23	1	0	1	2	2	0	0	2,174	24	1,008
인천광역시	계양구	계양2동		계양2동제8투	2,763	1,795	899	803	56	1	8	0	0	1	0	7	1	1	1,777	18	968
인천광역시	계양구	계양3동	계양3동	소계	19,160	14,245	7,967	5,605	409	9	132	3	3	4	8	11	6	0	14,157	88	4,915
인천광역시	계양구	계양3동		관내사전투표	5,951	5,950	3,628	2,112	137	2	43	3	0	2	0	3	2	0	5,932	18	1
인천광역시	계양구	계양3동		계양3동제1투	2,112	1,296	667	548	48	1	19	0	0	0	1	1	1	0	1,286	10	816
인천광역시	계양구	계양3동		계양3동제2투	309	211	75	129	2	0	5	0	0	0	0	0	0	0	211	0	98
인천광역시	계양구	계양3동		계양3동제3투	2,788	1,808	956	745	64	4	23	0	1	0	0	2	0	0	1,795	13	980
인천광역시	계양구	계양3동		계양3동제4투	2,768	1,687	928	668	47	0	22	0	2	0	5	1	0	0	1,673	14	1,081
인천광역시	계양구	계양3동		계양3동제5투	3,038	1,620	897	630	57	1	13	0	0	1	1	2	1	0	1,603	17	1,418
인천광역시	계양구	계양3동		계양3동제6투	2,194	1,673	816	773	54	1	7	0	0	1	1	2	2	0	1,657	16	521
인천광역시	계양구	잘못 투입·구분된 투표지	잘못 투입·구분된 투표지		0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	-2
인천광역시	서구	합계	합계		462,821	346,084	174,908	154,553	9,594	197	3,123	79	63	81	224	263	85	130	343,300	2,784	116,737
인천광역시	서구	거소·선상투표	거소·선상투표		930	839	311	386	14	3	25	1	1	0	0	1	0	2	744	95	91
인천광역시	서구	관외사전투표	관외사전투표		34,328	34,319	17,496	14,963	963	23	442	6	6	4	13	38	6	23	33,983	336	9
인천광역시	서구	재외투표	재외투표		1,777	1,297	743	396	37	0	7	0	0	0	0	0	0	0	1,183	114	480
인천광역시	서구	검암경서동	검암경서동	소계	33,717	24,154	12,903	10,074	736	15	196	6	6	3	15	11	6	5	23,976	178	9,563
인천광역시	서구	검암경서동		관내사전투표	7,521	7,522	4,364	2,880	200	4	36	2	2	1	3	4	1	0	7,497	25	-1
인천광역시	서구	검암경서동		검암경서동제1투	2,707	1,751	788	866	69	3	11	1	0	0	0	1	1	0	1,740	11	956
인천광역시	서구	검암경서동		검암경서동제2투	224	85	20	62	2	0	1	0	0	0	0	0	0	0	85	0	139
인천광역시	서구	검암경서동		검암경서동제3투	3,572	1,912	980	831	45	0	34	0	0	1	0	2	0	0	1,893	19	1,660
인천광역시	서구	검암경서동		검암경서동제4투	2,294	1,555	763	710	53	1	2	1	1	0	4	0	1	0	1,536	19	739
