adm_cd(행정경계파일 동이름),대선 득표 데이터 동이름
경기도 안양시만안구 안양9동,경기도 안양시만안구 안양9동
경기도 안양시만안구 석수1동,경기도 안양시만안구 석수1동
경기도 안양시만안구 석수2동,경기도 안양시만안구 석수2동
경기도 안양시만안구 석수3동,경기도 안양시만안구 석수3동
경기도 안양시만안구 박달1동,경기도 안양시만안구 박달1동
경기도 안양시만안구 박달2동,경기도 안양시만안구 박달2동
경기도 안양시동안구 비산1동,경기도 안양시동안구 비산1동
경기도 안양시동안구 비산2동,경기도 안양시동안구 비산2동
경기도 안양시동안구 비산3동,경기도 안양시동안구 비산3동
경기도 안양시동안구 부흥동,경기도 안양시동안구 부흥동
경기도 안양시동안구 달안동,경기도 안양시동안구 달안동
경기도 안양시동안구 관양1동,경기도 안양시동안구 관양1동
경기도 안양시동안구 관양2동,경기도 안양시동안구 관양2동
경기도 안양시동안구 부림동,경기도 안양시동안구 부림동
경기도 안양시동안구 평촌동,경기도 안양시동안구 평촌동
경기도 안양시동안구 평안동,경기도 안양시동안구 평안동
경기도 안양시동안구 귀인동,경기도 안양시동안구 귀인동
경기도 안양시동안구 호계1동,경기도 안양시동안구 호계1동
경기도 안양시동안구 호계2동,경기도 안양시동안구 호계2동
경기도 안양시동안구 호계3동,경기도 안양시동안구 호계3동
경기도 안양시동안구 범계동,경기도 안양시동안구 범계동
경기도 안양시동안구 신촌동,경기도 안양시동안구 신촌동
경기도 안양시동안구 갈산동,경기도 안양시동안구 갈산동
경기도 부천시 심곡2동,경기도 부천시 심곡2동
경기도 부천시 심곡1동,경기도 부천시 심곡1동
경기도 부천시 심곡3동,경기도 부천시 심곡3동
경기도 부천시 원미2동,경기도 부천시 원미2동
경기도 부천시 소사동,경기도 부천시 소사동
경기도 부천시 원미1동,경기도 부천시 원미1동
경기도 부천시 역곡1동,경기도 부천시 역곡1동
경기도 부천시 역곡2동,경기도 부천시 역곡2동
경기도 부천시 춘의동,경기도 부천시 춘의동
경기도 부천시 도당동,경기도 부천시 도당동
경기도 부천시 중동,경기도 부천시 중동
경기도 부천시 상동,경기도 부천시 상동
경기도 부천시 상1동,경기도 부천시 상1동
경기도 부천시 중4동,경기도 부천시 중4동
경기도 부천시 약대동,경기도 부천시 약대동
경기도 부천시 중1동,경기도 부천시 중1동
경기도 부천시 중2동,경기도 부천시 중2동
경기도 부천시 중3동,경기도 부천시 중3동
경기도 부천시 상2동,경기도 부천시 상2동
경기도 부천시 상3동,경기도 부천시 상3동
경기도 부천시 심곡본동,경기도 부천시 심곡본동
경기도 부천시 심곡본1동,경기도 부천시 심곡본1동
경기도 부천시 송내1동,경기도 부천시 송내1동
경기도 부천시 송내2동,경기도 부천시 송내2동
경기도 부천시 소사본동,경기도 부천시 소사본동
경기도 부천시 소사본3동,경기도 부천시 소사본3동
경기도 부천시 괴안동,경기도 부천시 괴안동
경기도 부천시 범박동,경기도 부천시 범박동
경기도 부천시 역곡3동,경기도 부천시 역곡3동
경기도 부천시 성곡동,경기도 부천시 성곡동
경기도 부천시 고강본동,경기도 부천시 고강본동
경기도 부천시 고강1동,경기도 부천시 고강1동
경기도 부천시 오정동,경기도 부천시 오정동
경기도 부천시 원종1동,경기도 부천시 원종1동
경기도 부천시 원종2동,경기도 부천시 원종2동
경기도 부천시 신흥동,경기도 부천시 신흥동
경기도 광명시 광명1동,경기도 광명시 광명1동
경기도 광명시 광명2동,경기도 광명시 광명2동
경기도 광명시 광명3동,경기도 광명시 광명3동
경기도 광명시 광명4동,경기도 광명시 광명4동
경기도 광명시 광명5동,경기도 광명시 광명5동
경기도 광명시 광명6동,경기도 광명시 광명6동
경기도 광명시 광명7동,경기도 광명시 광명7동
경기도 광명시 철산1동,경기도 광명시 철산1동
경기도 광명시 철산2동,경기도 광명시 철산2동
경기도 광명시 철산3동,경기도 광명시 철산3동
경기도 광명시 철산4동,경기도 광명시 철산4동
경기도 광명시 하안1동,경기도 광명시 하안1동
경기도 광명시 하안2동,경기도 광명시 하안2동
경기도 광명시 하안3동,경기도 광명시 하안3동
경기도 광명시 하안4동,경기도 광명시 하안4동
경기도 광명시 소하1동,경기도 광명시 소하1동
경기도 광명시 소하2동,경기도 광명시 소하2동
경기도 광명시 학온동,경기도 광명시 학온동
경기도 평택시 팽성읍,경기도 평택시 팽성읍
경기도 평택시 안중읍,경기도 평택시 안중읍
경기도 평택시 포승읍,경기도 평택시 포승읍
경기도 평택시 진위면,경기도 평택시 진위면
경기도 평택시 서탄면,경기도 평택시 서탄면
경기도 평택시 고덕면,경기도 평택시 고덕면
경기도 평택시 오성면,경기도 평택시 오성면
경기도 평택시 현덕면,경기도 평택시 현덕면
경기도 평택시 중앙동,경기도 평택시 중앙동
경기도 평택시 서정동,경기도 평택시 서정동
경기도 평택시 송탄동,경기도 평택시 송탄동
경기도 평택시 지산동,경기도 평택시 지산동
경기도 평택시 송북동,경기도 평택시 송북동
경기도 평택시 신장1동,경기도 평택시 신장1동
경기도 평택시 신장2동,경기도 평택시 신장2동
경기도 평택시 신평동,경기도 평택시 신평동
경기도 평택시 원평동,경기도 평택시 원평동
경기도 평택시 통복동,경기도 평택시 통복동
경기도 평택시 비전1동,경기도 평택시 비전1동
경기도 평택시 비전2동,경기도 평택시 비전2동
경기도 평택시 세교동,경기도 평택시 세교동
경기도 평택시 청북읍,경기도 평택시 청북읍
경기도 양주시 백석읍,경기도 양주시 백석읍
경기도 양주시 은현면,경기도 양주시 은현면
경기도 양주시 남면,경기도 양주시 남면
경기도 양주시 광적면,경기도 양주시 광적면
경기도 양주시 장흥면,경기도 양주시 장흥면
경기도 양주시 양주1동,경기도 양주시 양주1동
경기도 양주시 양주2동,경기도 양주시 양주2동
경기도 양주시 회천1동,경기도 양주시 회천1동
경기도 양주시 회천2동,경기도 양주시 회천2동
경기도 양주시 회천3동,경기도 양주시 회천3동
경기도 양주시 회천4동,경기도 양주시 회천4동
경기도 동두천시 생연1동,경기도 동두천시 생연1동
경기도 동두천시 생연2동,경기도 동두천시 생연2동
경기도 동두천시 중앙동,경기도 동두천시 중앙동
경기도 동두천시 보산동,경기도 동두천시 보산동
경기도 동두천시 불현동,경기도 동두천시 불현동
경기도 동두천시 송내동,경기도 동두천시 송내동
경기도 동두천시 소요동,경기도 동두천시 소요동
경기도 동두천시 상패동,경기도 동두천시 상패동
경기도 안산시상록구 일동,경기도 안산시상록구 일동
경기도 안산시상록구 이동,경기도 안산시상록구 이동
경기도 안산시상록구 사1동,경기도 안산시상록구 사1동
경기도 안산시상록구 사2동,경기도 안산시상록구 사2동
경기도 안산시상록구 사3동,경기도 안산시상록구 사3동
경기도 안산시상록구 본오1동,경기도 안산시상록구 본오1동
경기도 안산시상록구 본오2동,경기도 안산시상록구 본오2동
경기도 안산시상록구 본오3동,경기도 안산시상록구 본오3동
경기도 안산시상록구 부곡동,경기도 안산시상록구 부곡동
경기도 안산시상록구 월피동,경기도 안산시상록구 월피동
경기도 안산시상록구 성포동,경기도 안산시상록구 성포동
경기도 안산시상록구 반월동,경기도 안산시상록구 반월동
경기도 안산시상록구 안산동,경기도 안산시상록구 안산동
경기도 안산시단원구 와동,경기도 안산시단원구 와동
경기도 안산시단원구 고잔1동,경기도 안산시단원구 고잔1동
경기도 안산시단원구 고잔2동,경기도 안산시단원구 고잔2동
경기도 안산시단원구 호수동,경기도 안산시단원구 호수동
경기도 안산시단원구 원곡본동,경기도 안산시단원구 원곡본동
경기도 안산시단원구 원곡1동,경기도 안산시단원구 원곡1동
경기도 안산시단원구 원곡2동,경기도 안산시단원구 원곡2동
경기도 안산시단원구 초지동,경기도 안산시단원구 초지동
경기도 안산시단원구 선부1동,경기도 안산시단원구 선부1동
경기도 안산시단원구 선부2동,경기도 안산시단원구 선부2동
경기도 안산시단원구 선부3동,경기도 안산시단원구 선부3동
경기도 안산시단원구 대부동,경기도 안산시단원구 대부동
경기도 고양시덕양구 주교동,경기도 고양시덕양구 주교동
경기도 고양시덕양구 원신동,경기도 고양시덕양구 원신동
경기도 고양시덕양구 흥도동,경기도 고양시덕양구 흥도동
경기도 고양시덕양구 성사1동,경기도 고양시덕양구 성사1동
경기도 고양시덕양구 성사2동,경기도 고양시덕양구 성사2동
경기도 고양시덕양구 효자동,경기도 고양시덕양구 효자동
경기도 고양시덕양구 신도동,경기도 고양시덕양구 신도동
경기도 고양시덕양구 창릉동,경기도 고양시덕양구 창릉동
경기도 고양시덕양구 고양동,경기도 고양시덕양구 고양동
경기도 고양시덕양구 관산동,경기도 고양시덕양구 관산동
경기도 고양시덕양구 능곡동,경기도 고양시덕양구 능곡동
경기도 고양시덕양구 화정1동,경기도 고양시덕양구 화정1동
경기도 고양시덕양구 화정2동,경기도 고양시덕양구 화정2동
경기도 고양시덕양구 행주동,경기도 고양시덕양구 행주동
